접수번호,법인구분,고유번호,회사명,이사회결의일(결정일),사외이사 참석여부(참석),사외이사 참석여부(불참),감사(감사위원)참석 여부,신주의 종류와 수(보통주식),신주의 종류와 수(기타주식),1주당 액면가액,증자전 발행주식총수(보통주식),증자전 발행주식총수(기타주식),신주배정기준일,1주당 신주배정 주식수(보통주식),1주당 신주배정 주식수(기타주식),신주의 배당기산일,신주권교부예정일,신주의 상장 예정일,#N/A
2.02203E+13,Y,1524093,DL이앤씨,2022년 03월 24일,4,-,참석,"19,334,885","2,111,951","5,000","19,358,738","2,113,885",2022년 04월 11일,1,1,2022년 01월 01일,-,2022년 04월 28일,DL이앤씨
2.01609E+13,Y,160232,KSS해운,2016년 09월 19일,4,1,-,"11,592,940",-,500,"11,592,940",-,2016년 10월 05일,1,-,2016년 01월 01일,2016년 10월 20일,2016년 10월 21일,KSS해운
2.01703E+13,Y,508344,SK디앤디,2017년 03월 24일,1,-,참석,"5,385,000",-,"1,000","10,770,000",-,2017년 04월 10일,0.5,-,2017년 01월 01일,2017년 04월 27일,2017년 04월 28일,SK디앤디
2.0211E+13,Y,1267170,SK케미칼,2021년 10월 07일,4,0,-,"5,869,384","656,759","5,000","11,751,396","1,458,670",2021년 10월 22일,0.5,0.5,2020년 12월 31일,-,2021년 11월 09일,SK케미칼
2.02305E+13,Y,117230,TYM,2023년 03월 30일,3,0,참석,"14,580,207",-,"2,500","30,470,749",-,2023년 06월 01일,0.5,-,2023년 01월 01일,-,2023년 06월 16일,TYM
2.01502E+13,Y,111999,대원제약,2015년 02월 16일,2,-,참석,"810,364",-,500,"16,360,638",-,2015년 03월 03일,0.05,-,2015년 01월 01일,2015년 04월 02일,2015년 04월 03일,대원제약
2.01803E+13,Y,111999,대원제약,2018년 02월 01일,3,-,참석,"895,431",-,500,"18,203,175",-,2018년 02월 20일,0.05,-,2018년 01월 01일,2018년 03월 19일,2018년 03월 20일,대원제약
2.02102E+13,Y,111999,대원제약,2021년 02월 04일,2,-,참석,"981,220",-,500,"20,243,603",-,2021년 02월 19일,0.05,-,2021년 01월 01일,-,2021년 03월 19일,대원제약
2.01701E+13,Y,111999,대원제약,2017년 01월 24일,3,-,참석,"521,671",-,500,"17,681,504",-,2017년 02월 08일,0.03,-,2017년 01월 01일,2017년 02월 28일,2017년 03월 02일,대원제약
2.01901E+13,Y,111999,대원제약,2019년 01월 28일,3,-,참석,"564,071",-,500,"19,098,606",-,2019년 02월 12일,0.03,-,2019년 01월 01일,2019년 02월 26일,2019년 02월 27일,대원제약
2.02202E+13,Y,111999,대원제약,2022년 02월 21일,3,-,참석,"618,013",-,500,"21,224,823",-,2022년 03월 08일,0.03,-,2022년 01월 01일,-,2022년 04월 07일,대원제약
2.01602E+13,Y,111999,대원제약,2016년 02월 04일,3,-,참석,"510,502",-,500,"17,171,002",-,2016년 02월 19일,0.03,-,2016년 01월 01일,2016년 03월 10일,2016년 03월 11일,대원제약
2.02002E+13,Y,111999,대원제약,2020년 02월 03일,3,-,참석,"580,926",-,500,"19,662,677",-,2020년 02월 18일,0.03,-,2020년 01월 01일,-,2020년 03월 06일,대원제약
2.01902E+13,Y,115065,동남합성,2019년 02월 13일,1,-,참석,"2,300,866",-,"5,000","1,320,922",-,2019년 03월 05일,1.7418636,-,2019년 01월 01일,2019년 03월 28일,2019년 03월 29일,동남합성
2.02002E+13,Y,146083,일동홀딩스,2020년 02월 14일,2,0,참석,"537,813",-,"1,000","11,002,587",-,2020년 03월 06일,0.05,-,2020년 01월 01일,-,2020년 03월 25일,일동홀딩스
2.01604E+13,Y,911955,잇츠한불,2016년 04월 11일,3,0,참석,"8,735,650",-,500,"8,735,650",-,2016년 04월 27일,1,-,2016년 01월 01일,2016년 05월 16일,2016년 05월 17일,잇츠한불
2.01706E+13,K,318662,CNT85,2017년 06월 21일,-,-,-,"11,512,930",-,500,"11,514,873",-,2017년 07월 07일,1,-,2017년 01월 01일,2017년 07월 27일,2017년 07월 28일,CNT85
2.02306E+13,K,523936,HB솔루션,2023년 06월 28일,3,-,참석,"48,998,217",-,500,"16,332,739",-,2023년 07월 13일,3,-,2023년 01월 01일,-,2023년 08월 04일,HB솔루션
2.02102E+13,K,199252,HLB,2021년 02월 26일,3,-,참석,"52,968,898","3,531",500,"53,102,772","3,657",2021년 03월 16일,1,1,2021년 01월 01일,-,2021년 04월 01일,HLB
2.02307E+13,K,199252,HLB,2023년 07월 19일,3,-,참석,"6,129,729",228,500,"122,799,922","7,188",2023년 08월 03일,0.05,0.05,2023년 01월 01일,-,2023년 08월 21일,HLB
2.01808E+13,K,125965,KH 미래물산,2018년 08월 20일,1,-,불참,"36,072,000",-,500,"9,500,000",-,2018년 09월 05일,4,-,2018년 01월 01일,2018년 09월 27일,2018년 09월 28일,KH 미래물산
2.02103E+13,K,1353024,TS트릴리온,2021년 03월 02일,2,0,참석,"39,894,776",-,100,"50,454,511",-,2021년 03월 17일,0.8,-,2021년 01월 01일,-,2021년 04월 06일,TS트릴리온
2.02206E+13,K,1307335,공구우먼,2022년 06월 14일,2,-,참석,"18,360,500",-,100,"3,672,100",-,2022년 06월 30일,5,-,2022년 01월 01일,-,2022년 07월 18일,공구우먼
2.02012E+13,K,1259232,노바텍,2020년 12월 16일,1,-,참석,"5,021,338",-,500,"5,021,338",-,2021년 01월 01일,1,-,2021년 01월 01일,-,2021년 01월 22일,노바텍
2.02203E+13,K,471068,덕산하이메탈,2022년 03월 30일,1,-,참석,"22,718,501",-,200,"22,718,501",-,2022년 04월 15일,1,-,2022년 01월 01일,-,2022년 05월 04일,덕산하이메탈
2.02111E+13,K,892526,디케이앤디,2021년 11월 11일,1,-,참석,"7,763,202",-,500,"7,763,202",-,2021년 11월 26일,1,-,2021년 01월 01일,-,2021년 12월 20일,디케이앤디
2.02204E+13,K,911229,라온테크,2022년 04월 04일,2,-,불참,"7,403,529",-,500,"4,935,705",-,2022년 04월 20일,1.5,-,2022년 01월 01일,-,2022년 05월 11일,라온테크
2.01706E+13,K,911229,라온테크,2017년 06월 07일,-,-,불참,"1,276,735",-,500,"2,553,470",-,2017년 06월 23일,0.5,-,2017년 01월 01일,2017년 07월 14일,2017년 07월 17일,라온테크
2.01605E+13,K,545114,랩지노믹스,2016년 05월 31일,4,-,참석,"4,253,523",-,500,"4,280,076",-,2016년 06월 16일,1,-,2016년 01월 01일,2016년 07월 11일,2016년 07월 12일,랩지노믹스
2.02307E+13,K,545114,랩지노믹스,2023년 07월 24일,3,-,참석,"37,119,995",-,500,"37,119,995",-,2023년 08월 08일,1,-,2023년 01월 01일,-,2023년 08월 28일,랩지노믹스
2.02203E+13,K,545114,랩지노믹스,2022년 03월 16일,1,0,참석,"22,661,082",-,500,"11,330,541",-,2022년 04월 01일,2,-,2022년 01월 01일,-,2022년 04월 25일,랩지노믹스
2.01701E+13,K,363486,로체시스템즈,2017년 01월 10일,2,-,참석,"5,072,201",-,500,"10,224,402",-,2017년 03월 17일,0.5,-,2017년 01월 01일,2017년 04월 10일,2017년 04월 11일,로체시스템즈
2.01903E+13,K,480048,모다이노칩,2019년 03월 11일,1,-,참석,"39,860,811",-,500,"39,860,811",-,2019년 03월 27일,1,-,2019년 01월 01일,2019년 04월 15일,2019년 04월 16일,모다이노칩
2.02207E+13,K,1423837,모아데이타,2022년 07월 05일,1,-,참석,"27,029,360",-,500,"5,405,872",-,2022년 07월 20일,5,-,2022년 01월 01일,-,2022년 08월 10일,모아데이타
2.02303E+13,K,403793,바이브컴퍼니,2023년 03월 29일,0,1,불참,"6,123,138",-,500,"6,145,674",-,2023년 04월 14일,1,-,2023년 01월 01일,-,2023년 05월 10일,바이브컴퍼니
2.02211E+13,K,636656,바이오플러스,2022년 11월 09일,1,-,참석,"43,448,148","2,072,535",500,"14,482,716","690,845",2022년 11월 24일,3,3,2022년 01월 01일,-,2022년 12월 16일,바이오플러스
2.02101E+13,K,636656,바이오플러스,2021년 01월 19일,-,-,참석,"6,239,500",-,500,"6,239,500",-,2021년 02월 05일,1,-,2021년 01월 01일,2021년 02월 25일,-,바이오플러스
2.01609E+13,K,813389,베셀,2016년 09월 05일,-,-,참석,"5,596,184",-,500,"5,596,184",-,2016년 09월 23일,1,-,2016년 01월 01일,2016년 10월 14일,2016년 10월 17일,베셀
2.02204E+13,K,642897,브레인즈컴퍼니,2022년 04월 19일,2,-,참석,"4,084,487",-,500,"4,123,796",-,2022년 05월 09일,1,-,2022년 01월 01일,-,2022년 05월 30일,브레인즈컴퍼니
2.01503E+13,K,409788,비에이치아이,2015년 03월 27일,-,-,-,"12,920,000",-,500,"13,080,000",-,2015년 04월 13일,1.0189274,-,2015년 01월 01일,2015년 05월 11일,2015년 05월 12일,비에이치아이
2.01804E+13,K,980043,비큐 AI,2018년 04월 16일,1,-,참석,"3,796,576",-,500,"949,144",-,2018년 05월 02일,4,-,2018년 01월 01일,2018년 05월 25일,2018년 05월 28일,비큐 AI
2.02207E+13,K,980043,비큐 AI,2022년 07월 13일,2,-,참석,"25,156,580",-,500,"6,289,145",-,2022년 07월 28일,4,-,2022년 01월 01일,-,2022년 08월 19일,비큐 AI
2.01706E+13,K,478900,빅솔론,2017년 06월 23일,1,1,참석,"9,038,905",0,500,"10,200,000",0,2017년 07월 10일,1,0,2017년 01월 01일,2017년 07월 31일,2017년 08월 01일,빅솔론
2.01906E+13,K,306162,상상인,2019년 06월 17일,-,1,참석,"9,438,840",-,"1,000","46,409,473",-,2019년 07월 05일,0.20568639,-,2019년 01월 01일,2019년 07월 24일,2019년 07월 25일,상상인
2.02304E+13,K,1023318,센코,2023년 04월 28일,1,-,불참,"24,753,732","1,734,105",500,"8,251,244","578,035",2023년 05월 15일,3,3,2023년 01월 01일,-,2023년 06월 02일,센코
2.02111E+13,K,875237,씨앤투스,2021년 11월 25일,2,-,참석,"18,677,768",-,500,"9,599,131",-,2021년 12월 10일,2,-,2021년 01월 01일,-,2021년 12월 29일,씨앤투스
2.02109E+13,K,991298,씨이랩,2021년 09월 01일,2,-,참석,"3,013,642",-,500,"3,013,642",-,2021년 09월 16일,1,-,2021년 01월 01일,-,2021년 10월 08일,씨이랩
2.02302E+13,K,298447,아모텍,2023년 02월 10일,1,0,참석,"4,871,703",-,500,"9,743,406",-,2023년 02월 27일,0.5,-,2023년 01월 01일,-,2023년 03월 16일,아모텍
2.02106E+13,K,138747,아세아텍,2021년 06월 03일,3,-,참석,"5,000,000",-,500,"17,500,000",-,2021년 06월 18일,0.3070123,-,2020년 07월 01일,-,2021년 07월 06일,아세아텍
2.02101E+13,K,1223219,에이에프더블류,2021년 01월 26일,1,-,참석,"10,128,444",-,500,"10,128,444",-,2021년 02월 10일,1,-,2021년 01월 01일,-,2021년 03월 08일,에이에프더블류
2.02207E+13,K,606886,엔지켐생명과학,2022년 07월 27일,1,1,불참,"70,240,065","449,570",500,"14,048,013","89,914",2022년 08월 18일,5,5,2022년 01월 01일,-,2022년 09월 21일,엔지켐생명과학
2.02312E+13,K,226547,오상자이엘,2023년 12월 07일,-,1,참석,"1,234,901",-,500,"17,747,882",-,2024년 01월 01일,0.07,-,2024년 01월 01일,-,2024년 01월 22일,오상자이엘
2.01807E+13,K,870861,와이엠씨,2018년 07월 25일,1,-,참석,"9,727,946",-,500,"9,865,093",-,2018년 08월 09일,1,-,2018년 01월 01일,2018년 08월 30일,2018년 08월 31일,와이엠씨
2.01809E+13,K,623661,원익머트리얼즈,2018년 09월 06일,1,-,참석,"6,304,000",-,500,"6,304,000",-,2018년 10월 01일,1,-,2018년 01월 01일,2018년 10월 17일,2018년 10월 18일,원익머트리얼즈
2.01806E+13,K,1085026,유진테크놀로지,2018년 06월 14일,-,-,불참,"2,000,000","250,000",500,"2,000,000","250,000",2018년 06월 29일,1,1,2018년 01월 01일,2018년 07월 16일,-,유진테크놀로지
2.01912E+13,K,1258710,이노메트리,2019년 12월 10일,-,-,참석,"4,825,108",-,500,"4,825,108",-,2020년 01월 01일,1,-,2020년 01월 01일,-,2020년 01월 21일,이노메트리
2.02405E+13,K,148470,제일일렉트릭,2024년 05월 07일,-,2,불참,"11,110,000",-,500,"11,110,000",-,2024년 05월 22일,1,-,2024년 01월 01일,-,2024년 06월 11일,제일일렉트릭
2.02006E+13,K,1222867,제테마,2020년 06월 11일,-,-,참석,"8,689,257",-,500,"8,689,257",-,2020년 06월 26일,1,-,2020년 01월 01일,-,2020년 07월 10일,제테마
2.02307E+13,K,164618,카나리아바이오,2022년 07월 13일,2,-,참석,"115,195,870",-,100,"57,597,935",-,2023년 07월 27일,2,-,2023년 01월 01일,-,2023년 08월 21일,카나리아바이오
2.01804E+13,K,763473,코스메카코리아,2018년 04월 11일,1,-,참석,"5,340,000",-,500,"5,340,000",-,2018년 04월 26일,1,-,2018년 01월 01일,2018년 05월 17일,2018년 05월 18일,코스메카코리아
2.01503E+13,K,807397,코이즈,2015년 03월 23일,-,-,참석,"3,151,111",-,500,"6,548,048",-,2015년 04월 07일,0.5,-,2015년 01월 01일,2015년 04월 30일,2015년 05월 04일,코이즈
2.01803E+13,K,423177,텔레칩스,2018년 03월 09일,0,1,참석,"2,874,933",-,500,"10,630,978",-,2018년 03월 27일,0.3,-,2018년 01월 01일,2018년 04월 09일,2018년 04월 10일,텔레칩스
2.01907E+13,K,761059,펌텍코리아,2019년 07월 15일,1,1,참석,"10,517,290",-,500,"1,882,710",-,2019년 07월 31일,5.5862507,-,2019년 01월 01일,2019년 08월 21일,2019년 08월 22일,펌텍코리아
2.02007E+13,K,1267958,프로티아,2020년 07월 07일,-,1,참석,"5,048,897","525,810",500,"5,048,897","525,810",2020년 07월 22일,1,1,2020년 01월 01일,-,2020년 08월 21일,프로티아
2.01805E+13,K,660750,하나머티리얼즈,2018년 05월 31일,1,-,참석,"9,605,737",-,500,"9,605,737",-,2018년 06월 15일,1,-,2018년 01월 01일,2018년 07월 09일,2018년 07월 10일,하나머티리얼즈
2.02302E+13,K,977641,하이로닉,2023년 01월 20일,1,-,참석,"1,233,763",-,100,"14,104,020",-,2023년 02월 06일,0.1,-,2023년 01월 01일,2023년 03월 09일,2023년 03월 09일,하이로닉
2.02401E+13,K,977641,하이로닉,2024년 01월 24일,2,-,참석,"2,803,504",-,100,"15,786,859",-,2024년 02월 08일,0.2,-,2024년 01월 01일,2024년 02월 27일,2024년 02월 27일,하이로닉
2.02312E+13,K,409964,하이텍팜,2023년 12월 11일,4,-,참석,"3,544,391",-,500,"7,088,782",-,2024년 01월 01일,0.5,-,2024년 01월 01일,-,2024년 01월 18일,하이텍팜
2.02404E+13,K,1602638,한싹,2024년 04월 15일,1,-,참석,"5,447,652",-,500,"5,447,675",-,2024년 04월 30일,1,-,2024년 01월 01일,-,2024년 05월 24일,한싹
2.01612E+13,K,540429,휴림로봇,2016년 12월 14일,2,0,참석,"9,873,485",-,500,"9,889,945",-,2017년 01월 01일,1,-,2017년 01월 01일,2017년 01월 20일,2017년 01월 23일,휴림로봇
2.01804E+13,K,1159853,휴온스,2018년 04월 26일,-,1,참석,"1,359,803",-,500,"6,808,282",-,2018년 05월 16일,0.2,-,2018년 01월 01일,2018년 06월 07일,2018년 06월 08일,휴온스
2.02006E+13,K,556712,힘스,2020년 06월 10일,0,0,불참,"5,656,118",-,500,"5,656,118",-,2020년 06월 25일,1,-,2020년 01월 01일,-,2020년 07월 14일,힘스
2.02208E+13,N,1575361,세븐브로이맥주,2022년 08월 11일,1,-,불참,"8,903,556",-,500,"2,967,852",-,2022년 09월 01일,3,-,2022년 01월 01일,2022년 09월 22일,-,세븐브로이맥주
2.01812E+13,Y,149947,JW중외제약,2018년 12월 14일,2,-,참석,"391,224","4,956","2,500","19,805,460","1,827,927",2019년 01월 01일,0.02,0.02,2019년 01월 01일,2019년 01월 18일,2019년 01월 21일,JW중외제약
2.02302E+13,Y,149947,JW중외제약,2023년 02월 27일,3,-,참석,"656,955","15,586","2,500","22,178,081","1,589,190",2023년 03월 14일,0.03,0.03,2023년 01월 01일,-,2023년 03월 31일,JW중외제약
2.02012E+13,Y,149947,JW중외제약,2020년 12월 16일,3,-,참석,"619,872","7,779","2,500","20,920,054","1,326,270",2021년 01월 01일,0.03,0.03,2021년 01월 01일,-,2021년 01월 20일,JW중외제약
2.02112E+13,Y,149947,JW중외제약,2021년 12월 15일,3,-,참석,"638,155","8,176","2,500","21,539,926","1,341,021",2022년 01월 01일,0.03,0.03,2022년 01월 01일,-,2022년 01월 20일,JW중외제약
2.01512E+13,Y,149947,JW중외제약,2015년 12월 16일,2,0,참석,"891,744","11,395","2,500","17,850,932","229,173",2016년 01월 01일,0.05,0.05,2016년 01월 01일,2016년 01월 18일,2016년 01월 19일,JW중외제약
2.01712E+13,Y,149947,JW중외제약,2017년 12월 15일,2,0,참석,"382,685","4,864","2,500","19,151,237","2,020,708",2018년 01월 01일,0.02,0.02,2018년 01월 01일,2018년 01월 19일,2018년 01월 22일,JW중외제약
2.01912E+13,Y,149947,JW중외제약,2019년 12월 16일,2,-,참석,"602,032","7,570","2,500","20,318,022","1,318,700",2020년 01월 01일,0.03,0.03,2020년 01월 01일,-,2020년 01월 20일,JW중외제약
2.02312E+13,Y,149947,JW중외제약,2023년 12월 15일,3,-,참석,"450,894","10,683","2,500","22,835,036","1,604,776",2024년 01월 01일,0.02,0.02,2024년 01월 01일,-,2024년 01월 19일,JW중외제약
2.01711E+13,Y,103006,고려제강,2017년 11월 10일,3,0,참석,"2,000,000",-,"1,000","18,000,000",-,2018년 01월 01일,0.111136,-,2018년 01월 01일,2018년 01월 30일,2018년 01월 31일,고려제강
2.02012E+13,Y,103006,고려제강,2020년 12월 10일,5,0,참석,"3,000,000",-,"1,000","20,000,000",-,2021년 01월 01일,0.1500421,-,2021년 01월 01일,-,2021년 01월 29일,고려제강
2.02212E+13,Y,103006,고려제강,2022년 12월 09일,4,0,참석,"2,000,000",-,"1,000","23,000,000",-,2023년 01월 01일,0.0869867,-,2023년 01월 01일,-,2023년 01월 27일,고려제강
2.01712E+13,Y,453488,다이나믹디자인,2017년 12월 05일,3,1,불참,"16,168,076",-,500,"11,882,640",-,2017년 12월 20일,1.4,-,2017년 01월 01일,2018년 01월 08일,2018년 01월 09일,다이나믹디자인
2.02401E+13,Y,1010110,더블유게임즈,2024년 01월 03일,3,-,참석,"3,305,149",-,500,"18,190,757",-,2024년 01월 18일,0.2,-,2024년 01월 01일,-,2024년 02월 14일,더블유게임즈
2.01804E+13,Y,540641,동양고속,2018년 03월 13일,-,-,참석,"516,471",-,"5,000","2,582,874",-,2018년 04월 10일,0.2,-,2018년 01월 01일,2018년 05월 03일,2018년 05월 04일,동양고속
2.01808E+13,Y,119672,두올,2018년 08월 09일,1,1,참석,"8,830,694","2,000,000","2,500","18,235,986","4,000,000",2018년 08월 24일,0.5,0.5,2018년 01월 01일,2018년 09월 12일,2018년 09월 13일,두올
2.01712E+13,Y,121039,명문제약,2017년 12월 20일,4,0,참석,"500,000",-,500,"24,040,000",-,2018년 01월 04일,0.020921778,-,2018년 01월 01일,2018년 01월 23일,2018년 01월 24일,명문제약
2.02308E+13,Y,197759,미래산업,2023년 08월 03일,-,-,참석,"25,340,475",-,500,"5,089,295",-,2023년 08월 18일,5,-,2023년 01월 01일,-,2023년 09월 04일,미래산업
2.01902E+13,Y,121932,미원상사,2019년 02월 27일,3,0,-,"4,259,883",-,"5,000","774,940",-,2019년 04월 01일,5.4970488,-,2019년 01월 01일,2019년 04월 17일,2019년 04월 18일,미원상사
2.01507E+13,Y,159786,유니드,2015년 07월 14일,2,-,참석,"2,304,774",-,"5,000","6,585,069",-,2015년 07월 30일,0.35,-,2015년 01월 01일,2015년 08월 17일,2015년 08월 18일,유니드
2.01812E+13,Y,992871,종근당,2018년 12월 13일,2,0,참석,"491,054",-,"2,500","9,879,236",-,2019년 01월 01일,0.05,-,2019년 01월 01일,2019년 01월 25일,2019년 01월 28일,종근당
2.02112E+13,Y,992871,종근당,2021년 12월 09일,2,0,참석,"561,939",-,"2,500","11,426,099",-,2022년 01월 01일,0.05,-,2022년 01월 01일,-,2022년 01월 25일,종근당
2.01801E+13,Y,992871,종근당,2018년 01월 18일,2,0,참석,"470,186",-,"2,500","9,409,050",-,2018년 02월 06일,0.05,-,2018년 01월 01일,2018년 02월 28일,2018년 03월 02일,종근당
2.01912E+13,Y,992871,종근당,2019년 12월 12일,2,0,참석,"515,395",-,"2,500","10,370,290",-,2020년 01월 01일,0.05,-,2020년 01월 01일,-,2020년 01월 23일,종근당
2.02312E+13,Y,992871,종근당,2023년 12월 14일,2,0,참석,"605,956",-,"2,500","12,568,464",-,2024년 01월 01일,0.05,-,2024년 01월 01일,-,2024년 01월 24일,종근당
2.02212E+13,Y,992871,종근당,2022년 12월 08일,2,0,참석,"580,426",-,"2,500","11,988,038",-,2023년 01월 01일,0.05,-,2023년 01월 01일,-,2023년 01월 25일,종근당
2.02012E+13,Y,992871,종근당,2020년 12월 17일,2,0,참석,"540,414",-,"2,500","10,885,685",-,2021년 01월 01일,0.05,-,2021년 01월 01일,-,2021년 01월 20일,종근당
2.02104E+13,Y,157991,한국석유공업,2021년 02월 25일,1,0,참석,"6,142,120",-,500,"6,552,000",-,2021년 04월 16일,1,-,2021년 01월 01일,-,2021년 05월 07일,한국석유공업
2.01512E+13,Y,828497,한미약품,2015년 12월 09일,2,-,참석,"204,202",-,"2,500","10,230,909",-,2016년 01월 01일,0.02,-,2016년 01월 01일,2016년 01월 18일,2016년 01월 19일,한미약품
2.01912E+13,Y,828497,한미약품,2019년 12월 12일,3,-,참석,"230,845",-,"2,500","11,612,184",-,2020년 01월 01일,0.02,-,2020년 01월 01일,-,2020년 01월 23일,한미약품
2.02012E+13,Y,828497,한미약품,2020년 12월 15일,3,-,참석,"235,253",-,"2,500","11,843,029",-,2021년 01월 01일,0.02,-,2021년 01월 01일,-,2021년 01월 22일,한미약품
2.02212E+13,Y,828497,한미약품,2022년 12월 15일,2,-,참석,"244,187",-,"2,500","12,317,971",-,2023년 01월 01일,0.02,-,2023년 01월 01일,-,2023년 01월 20일,한미약품
2.02312E+13,Y,828497,한미약품,2023년 12월 14일,4,-,참석,"248,833",-,"2,500","12,562,158",-,2024년 01월 01일,0.02,-,2024년 01월 01일,-,2024년 01월 19일,한미약품
2.02112E+13,Y,828497,한미약품,2021년 12월 16일,3,-,참석,"239,689",-,"2,500","12,078,282",-,2022년 01월 01일,0.02,-,2022년 01월 01일,-,2022년 01월 21일,한미약품
2.01701E+13,Y,828497,한미약품,2017년 01월 02일,2,1,참석,"728,341",-,"2,500","10,435,111",-,2017년 02월 16일,0.07,-,2017년 01월 01일,2017년 03월 06일,2017년 03월 07일,한미약품
2.01712E+13,Y,828497,한미약품,2017년 12월 14일,3,0,참석,"222,239",-,"2,500","11,163,452",-,2018년 01월 01일,0.02,-,2018년 01월 01일,2018년 01월 22일,2018년 01월 23일,한미약품
2.01812E+13,Y,828497,한미약품,2018년 12월 13일,3,-,참석,"226,493",-,"2,500","11,385,691",-,2019년 01월 01일,0.02,-,2019년 01월 01일,2019년 01월 22일,2019년 01월 23일,한미약품
2.02303E+13,K,1288827,HPSP,2023년 03월 02일,3,-,참석,"60,869,250",-,500,"20,289,750",-,2023년 03월 17일,3,-,2023년 01월 01일,-,2023년 04월 11일,HPSP
2.01502E+13,K,378628,KH바텍,2015년 02월 26일,1,0,참석,"4,000,000",-,500,"16,000,000",-,2015년 03월 13일,0.257732,-,2015년 01월 01일,2015년 04월 02일,2015년 04월 03일,KH바텍
2.02112E+13,K,1343665,RF머트리얼즈,2021년 12월 02일,1,-,참석,"4,023,848",-,500,"4,023,849",-,2021년 12월 20일,1,-,2021년 01월 01일,-,2022년 01월 06일,RF머트리얼즈
2.02307E+13,K,1021639,나라셀라,2023년 07월 25일,2,-,참석,"6,439,038",-,"5,000","6,439,038",-,2023년 08월 09일,1,-,-,-,2023년 08월 29일,나라셀라
2.02303E+13,K,1437432,디티앤씨알오,2023년 02월 20일,1,-,참석,"6,347,256",-,500,"6,347,256",-,2023년 03월 10일,1,-,2023년 01월 01일,-,2023년 03월 31일,디티앤씨알오
2.02105E+13,K,828761,레이,2021년 05월 20일,1,-,참석,"6,653,267","560,683",500,"6,653,267","560,683",2021년 06월 04일,1,1,2021년 01월 01일,-,2021년 06월 23일,레이
2.02006E+13,K,1267967,마이크로디지탈,2020년 06월 17일,1,-,참석,"3,630,800",-,500,"3,630,800",-,2020년 07월 03일,1,-,2020년 01월 01일,-,2020년 07월 24일,마이크로디지탈
2.02205E+13,K,1267967,마이크로디지탈,2022년 05월 12일,1,-,참석,"7,372,100","347,085",500,"7,372,100","347,085",2022년 05월 27일,1,1,2022년 01월 01일,-,2022년 06월 17일,마이크로디지탈
2.01912E+13,K,340096,미래에셋벤처투자,2019년 12월 11일,1,-,참석,"15,333,608",-,"1,000","30,667,215",-,2020년 01월 01일,0.500000016,-,2020년 01월 01일,-,2020년 01월 20일,미래에셋벤처투자
2.02104E+13,K,1110076,비유테크놀러지,2021년 04월 19일,1,1,참석,"38,578,712",-,100,"19,289,364",-,2021년 05월 04일,2,-,2021년 01월 01일,-,2021년 05월 25일,비유테크놀러지
2.02203E+13,K,838005,서진시스템,2022년 03월 30일,1,-,참석,"18,790,321",-,500,"18,790,321",-,2022년 04월 14일,1,-,2022년 01월 01일,2022년 05월 04일,-,서진시스템
2.01811E+13,K,838005,서진시스템,2018년 11월 29일,1,-,참석,"9,050,333",-,500,"9,050,333",-,2018년 12월 17일,1,-,2018년 01월 01일,2019년 01월 15일,2019년 01월 16일,서진시스템
2.01911E+13,K,913689,세경하이테크,2019년 11월 18일,1,0,참석,"5,817,000",-,500,"5,817,000",-,2019년 12월 03일,1,-,2019년 01월 01일,-,2019년 12월 20일,세경하이테크
2.02311E+13,K,913689,세경하이테크,2023년 11월 15일,2,-,참석,"23,568,562","9,284,300",500,"11,784,281","4,642,150",2023년 11월 30일,2,2,2023년 01월 01일,-,2023년 12월 20일,세경하이테크
2.02403E+13,K,1139965,스튜디오미르,2024년 03월 21일,2,-,참석,"26,293,990",-,100,"5,258,856",-,2024년 04월 08일,5,-,2024년 01월 01일,-,2024년 04월 26일,스튜디오미르
2.02404E+13,K,1146822,아이퀘스트,2024년 04월 04일,1,-,참석,"9,430,000",-,100,"9,860,000",-,2024년 04월 19일,1,-,2024년 01월 01일,-,2024년 05월 13일,아이퀘스트
